y,x
88.687399646377,20 μg AS
87.150507901996,20 μg AS
83.3269722720781,20 μg AS
30.9372460048767,100 μg AS
29.7396689983552,100 μg AS
29.1116810557237,100 μg AS
29.3959955968846,100 μg AS
